,ts,label
0,0.0,0.0
1,72.57142857,0.0
2,372.5,0.0
3,442.0,0.0
4,750.75,0.0
5,1597.857143,0.0
6,1704.0,0.0
7,1982.428571,0.0
8,2181.25,0.0
9,4082.714286,0.0
10,7463.857143,0.0
11,7970.625,0.0
12,6475.285714,0.0
13,6566.5,0.0
14,8645.571429,0.0
15,8753.625,0.0
16,9331.714286,0.0
17,8812.875,0.0
18,6628.714286,0.0
19,6229.25,0.0
20,8723.857143,0.0
21,8222.125,0.0
22,6356.142857,0.0
23,5895.0,0.0
24,5631.857143,0.0
25,7570.375,0.0
26,8816.0,0.0
27,8255.714286,0.0
28,9902.0,0.0
29,11663.57143,0.0
30,11322.0,0.0
31,8950.571429,0.0
32,12222.375,0.0
33,6191.0,0.0
34,6724.625,0.0
35,7543.0,0.0
36,8685.625,0.0
37,5782.857143,0.0
38,4993.875,0.0
39,5543.428571,0.0
40,6307.25,0.0
41,6411.714286,0.0
42,4681.625,0.0
43,4240.714286,0.0
44,2870.428571,0.0
45,2624.875,0.0
46,1436.142857,0.0
47,876.5,0.0
48,562.1428571,0.0
49,342.875,0.0
50,281.1428571,0.0
51,62.875,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,51.42857143,0.0
98,308.625,0.0
99,562.4285714,0.0
100,842.875,0.0
101,1328.571429,0.0
102,2041.25,0.0
103,2585.142857,0.0
104,3052.5,0.0
105,3900.142857,0.0
106,4188.75,0.0
107,4196.285714,0.0
108,4738.5,0.0
109,5764.428571,0.0
110,5872.375,0.0
111,5399.142857,0.0
112,5495.5,0.0
113,5444.142857,0.0
114,5521.714286,0.0
115,7815.125,0.0
116,9767.0,0.0
117,8633.0,0.0
118,8871.285714,0.0
119,9775.625,0.0
120,12762.42857,0.0
121,8870.0,0.0
122,9412.428571,0.0
123,10598.875,0.0
124,12427.85714,0.0
125,9931.25,0.0
126,9479.571429,0.0
127,9588.0,0.0
128,7762.0,0.0
129,8917.75,0.0
130,9141.142857,0.0
131,9069.625,0.0
132,11274.14286,0.0
133,10695.125,0.0
134,5096.571429,0.0
135,4490.625,0.0
136,5268.857143,0.0
137,3522.875,0.0
138,2331.285714,0.0
139,3940.5,0.0
140,4916.857143,0.0
141,2611.875,0.0
142,1913.714286,0.0
143,1038.25,0.0
144,592.8571429,0.0
145,342.2857143,0.0
146,92.125,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.0
150,0.0,0.0
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.0
155,0.0,0.0
156,0.0,0.0
157,0.0,0.0
158,0.0,0.0
159,0.0,0.0
160,0.0,0.0
161,0.0,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,0.0
173,0.0,0.0
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.0,0.0
178,0.0,0.0
179,0.0,0.0
180,0.0,0.0
181,0.0,0.0
182,0.0,0.0
183,0.0,0.0
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,0.0,0.0
188,0.0,0.0
189,0.0,0.0
190,0.0,0.0
191,0.0,0.0
192,68.375,0.0
193,355.7142857,0.0
194,688.875,0.0
195,1124.428571,0.0
196,1744.125,0.0
197,2343.0,0.0
198,2374.25,0.0
199,3189.142857,0.0
200,4815.714286,0.0
201,4791.0,0.0
202,5721.142857,0.0
203,4704.25,0.0
204,6561.428571,0.0
205,5696.375,0.0
206,5154.142857,0.0
207,6026.0,0.0
208,9640.571429,0.0
209,6683.375,0.0
210,9942.857143,0.0
211,11161.0,0.0
212,9421.142857,0.0
213,10105.375,0.0
214,8265.428571,0.0
215,10090.25,0.0
216,10026.14286,0.0
217,11696.57143,0.0
218,7097.25,0.0
219,7500.714286,0.0
220,11964.75,0.0
221,12436.42857,0.0
222,7486.625,0.0
223,10577.85714,0.0
224,7622.875,0.0
225,5919.571429,0.0
226,6579.375,0.0
227,9663.571429,0.0
228,10639.75,0.0
229,7689.0,0.0
230,7840.625,0.0
231,7087.0,0.0
232,7104.25,0.0
233,6174.714286,0.0
234,5463.714286,0.0
235,3640.625,0.0
236,3776.285714,0.0
237,3552.75,0.0
238,2786.428571,0.0
239,1748.0,0.0
240,788.8571429,0.0
241,269.375,0.0
242,31.14285714,0.0
243,0.0,0.0
244,0.0,0.0
245,0.0,0.0
246,0.0,0.0
247,0.0,0.0
248,0.0,0.0
249,0.0,0.0
250,0.0,0.0
251,0.0,0.0
252,0.0,0.0
253,0.0,0.0
254,0.0,0.0
255,0.0,0.0
256,0.0,0.0
257,0.0,0.0
258,0.0,0.0
259,0.0,0.0
260,0.0,0.0
261,0.0,0.0
262,0.0,0.0
263,0.0,0.0
264,0.0,0.0
265,0.0,0.0
266,0.0,0.0
267,0.0,0.0
268,0.0,0.0
269,0.0,0.0
270,0.0,0.0
271,0.0,0.0
272,0.0,0.0
273,0.0,0.0
274,0.0,0.0
275,0.0,0.0
276,0.0,0.0
277,0.0,0.0
278,0.0,0.0
279,0.0,0.0
280,0.0,0.0
281,0.0,0.0
282,0.0,0.0
283,0.0,0.0
284,0.0,0.0
285,0.0,0.0
286,0.0,0.0
287,0.0,0.0
288,84.25,0.0
289,285.0,0.0
290,534.5,0.0
291,1254.714286,0.0
292,1316.75,0.0
293,1747.0,0.0
294,1943.25,0.0
295,2255.428571,0.0
296,2675.25,0.0
297,5612.571429,0.0
298,6095.125,0.0
299,6691.0,0.0
300,6858.0,0.0
301,8346.0,0.0
302,8836.571429,0.0
303,5506.0,0.0
304,9700.428571,0.0
305,6191.5,0.0
306,9798.428571,0.0
307,10376.625,0.0
308,9728.285714,0.0
309,7666.125,0.0
310,12137.85714,0.0
311,9891.75,0.0
312,3973.714286,0.0
313,3824.0,0.0
314,3418.714286,0.0
315,5049.75,0.0
316,7839.0,0.0
317,7472.75,0.0
318,9190.142857,0.0
319,12233.57143,0.0
320,12201.0,0.0
321,5446.857143,0.0
322,10338.25,0.0
323,9861.428571,0.0
324,8599.625,0.0
325,5446.285714,0.0
326,3814.125,0.0
327,8329.285714,0.0
328,6814.125,0.0
329,5971.714286,0.0
330,5431.625,0.0
331,4288.714286,0.0
332,3728.875,0.0
333,3347.142857,0.0
334,3319.25,0.0
335,2001.571429,0.0
336,1070.857143,0.0
337,500.5,0.0
338,84.28571429,0.0
339,0.0,0.0
340,0.0,0.0
341,0.0,0.0
342,0.0,0.0
343,0.0,0.0
344,0.0,0.0
345,0.0,0.0
346,0.0,0.0
347,0.0,0.0
348,0.0,0.0
349,0.0,0.0
350,0.0,0.0
351,0.0,0.0
352,0.0,0.0
353,0.0,0.0
354,0.0,0.0
355,0.0,0.0
356,0.0,0.0
357,0.0,0.0
358,0.0,0.0
359,0.0,0.0
360,0.0,0.0
361,0.0,0.0
362,0.0,0.0
363,0.0,0.0
364,0.0,0.0
365,0.0,0.0
366,0.0,0.0
367,0.0,0.0
368,0.0,0.0
369,0.0,0.0
370,0.0,0.0
371,0.0,0.0
372,0.0,0.0
373,0.0,0.0
374,0.0,0.0
375,0.0,0.0
376,0.0,0.0
377,0.0,0.0
378,0.0,0.0
379,0.0,0.0
380,0.0,0.0
381,0.0,0.0
382,0.0,0.0
383,0.0,0.0
384,134.2857143,0.0
385,394.75,0.0
386,704.7142857,0.0
387,1399.5,0.0
388,2468.0,0.0
389,3017.571429,0.0
390,3549.125,0.0
391,4210.285714,0.0
392,4831.625,0.0
393,5155.0,0.0
394,6346.875,0.0
395,5377.428571,0.0
396,3549.375,0.0
397,4928.0,0.0
398,8673.375,0.0
399,5102.857143,0.0
400,9589.125,0.0
401,8249.428571,0.0
402,8498.625,0.0
403,8641.857143,0.0
404,7922.0,0.0
405,11777.0,0.0
406,8105.857143,0.0
407,4722.0,0.0
408,6995.857143,0.0
409,8769.25,0.0
410,8588.142857,0.0
411,7695.125,0.0
412,12267.85714,0.0
413,4767.25,0.0
414,7227.142857,0.0
415,9186.0,0.0
416,8062.428571,0.0
417,10003.625,0.0
418,4004.285714,0.0
419,2243.125,0.0
420,3741.142857,0.0
421,4548.625,0.0
422,3930.857143,0.0
423,2983.125,0.0
424,2428.285714,0.0
425,1417.125,0.0
426,1253.857143,0.0
427,1190.714286,0.0
428,849.125,0.0
429,593.1428571,0.0
430,415.0,0.0
431,302.4285714,0.0
432,211.875,0.0
433,88.28571429,0.0
434,0.0,0.0
435,0.0,0.0
436,0.0,0.0
437,0.0,0.0
438,0.0,0.0
439,0.0,0.0
440,0.0,0.0
441,0.0,0.0
442,0.0,0.0
443,0.0,0.0
444,0.0,0.0
445,0.0,0.0
446,0.0,1.0
447,0.0,1.0
448,0.0,1.0
449,0.0,1.0
450,0.0,1.0
451,0.0,1.0
452,0.0,1.0
453,0.0,1.0
454,0.0,1.0
455,0.0,1.0
456,0.0,1.0
457,0.0,1.0
458,0.0,1.0
