,ts,label
0,66.7038,0.0
1,66.4444,0.0
2,66.21933,0.0
3,65.92178,0.0
4,65.70816,0.0
5,65.23895,0.0
6,64.89563,0.0
7,64.888,0.0
8,64.62097,0.0
9,64.30435,0.0
10,63.91144,0.0
11,63.50326,0.0
12,63.15613,0.0
13,62.50382,0.0
14,62.01553,0.0
15,61.73706,0.0
16,61.36704,0.0
17,60.76813,0.0
18,60.21118,0.0
19,59.79919,0.0
20,59.37958,0.0
21,58.73871,0.0
22,58.27713,0.0
23,57.97577,0.0
24,57.50275,0.0
25,57.01065,0.0
26,56.82755,0.0
27,56.4003,0.0
28,56.31256,0.0
29,55.97687,0.0
30,55.89676,0.0
31,55.73273,0.0
32,55.61829,0.0
33,55.50766,0.0
34,55.41611,0.0
35,55.40085,0.0
36,55.19104,0.0
37,55.20248,0.0
38,55.07278,0.0
39,55.04227,0.0
40,54.98123,0.0
41,54.88968,0.0
42,54.93927,0.0
43,54.75617,0.0
44,54.56924,0.0
45,54.74091,0.0
46,54.68368,0.0
47,54.60739,0.0
48,54.57306,0.0
49,54.4281,0.0
50,54.39758,0.0
51,54.53873,0.0
52,54.15344,0.0
53,54.09241,0.0
54,53.99704,0.0
55,53.87497,0.0
56,53.93219,0.0
57,53.61557,0.0
58,53.69568,0.0
59,53.51257,0.0
60,53.34854,0.0
61,53.35999,0.0
62,53.21884,0.0
63,53.05862,0.0
64,52.91367,0.0
65,52.90985,0.0
66,52.63901,0.0
67,52.54364,0.0
68,52.4559,0.0
69,52.4826,0.0
70,52.23846,0.0
71,52.18124,0.0
72,52.21176,0.0
73,51.87607,0.0
74,51.89133,0.0
75,51.79977,0.0
76,51.47934,0.0
77,51.54419,0.0
78,51.31531,0.0
79,51.42593,0.0
80,51.12839,0.0
81,51.01395,0.0
82,51.06735,0.0
83,50.80032,0.0
84,50.80795,0.0
85,50.67062,0.0
86,50.6134,0.0
87,50.4303,0.0
88,50.30441,0.0
89,50.12894,0.0
90,50.02976,0.0
91,49.9382,0.0
92,49.80087,0.0
93,49.69025,0.0
94,49.30115,0.0
95,49.24011,0.0
96,49.11041,0.0
97,48.95782,0.0
98,48.8205,0.0
99,48.76709,0.0
100,48.80524,0.0
101,48.54584,0.0
102,48.55728,0.0
103,48.3818,0.0
104,48.29788,0.0
105,48.4581,0.0
106,48.42758,0.0
107,48.78235,0.0
