,ts,label
0,2.1,0.0
1,2.135,0.0
2,2.19,0.0
3,2.285,0.0
4,2.44,0.0
5,2.62,0.0
6,2.805,0.0
7,3.045,0.0
8,3.365,0.0
9,3.695,0.0
10,3.97,0.0
11,4.24,0.0
12,4.53,0.0
13,4.8,0.0
14,5.025,0.0
15,5.215,0.0
16,5.4,0.0
17,5.575,0.0
18,5.715,0.0
19,5.795,0.0
20,5.865,0.0
21,5.925,0.0
22,5.98,0.0
23,6.02,0.0
24,6.06,0.0
25,6.08,0.0
26,6.145,0.0
27,6.18,0.0
28,6.22,0.0
29,6.275,0.0
30,6.32,0.0
31,6.355,0.0
32,6.38,0.0
33,6.45,0.0
34,6.49,0.0
35,6.53,0.0
36,6.575,0.0
37,6.645,0.0
38,6.7,0.0
39,6.735,0.0
40,6.78,0.0
41,6.835,0.0
42,6.885,0.0
43,6.92,0.0
44,6.945,0.0
45,6.985,0.0
46,7.01,0.0
47,7.035,0.0
48,7.05,0.0
49,7.065,0.0
50,7.07,0.0
51,7.085,0.0
52,7.065,0.0
53,7.045,0.0
54,7.03,0.0
55,6.995,0.0
56,6.94,0.0
57,6.885,0.0
58,6.835,0.0
59,6.775,0.0
60,6.69,0.0
61,6.6,0.0
62,6.535,0.0
63,6.455,0.0
64,6.36,0.0
65,6.27,0.0
66,6.195,0.0
67,6.115,0.0
68,6.03,0.0
69,5.945,0.0
70,5.88,0.0
71,5.815,0.0
72,5.75,0.0
73,5.68,0.0
74,5.625,0.0
75,5.61,0.0
76,5.54,0.0
77,5.49,0.0
78,5.45,0.0
79,5.425,0.0
80,5.385,0.0
81,5.34,0.0
82,5.31,0.0
83,5.3,0.0
84,5.29,0.0
85,5.265,0.0
86,5.235,0.0
87,5.23,0.0
88,5.225,0.0
89,5.205,0.0
90,5.195,0.0
91,5.18,0.0
92,5.19,0.0
93,5.175,0.0
94,5.155,0.0
95,5.145,0.0
96,5.17,0.0
97,5.165,0.0
98,5.15,0.0
