,ts,label
0,146.52,0
1,145.16,0
2,145.85,0
3,149.85,0
4,155.83,0
5,152.22,0
6,155.2,0
7,164.25,0
8,152.37,0
9,149.47,0
10,154.26,0
11,165.91,0
12,162.35,0
13,157.92,0
14,157.09,0
15,153.0,0
16,160.33,0
17,160.5,0
18,164.04,0
19,167.23,0
20,162.51,0
21,160.91,0
22,170.87,0
23,175.37,0
24,178.86,0
25,176.99,0
26,167.53,0
27,169.32,0
28,170.18,0
29,176.75,0
30,177.94,0
31,175.06,0
32,194.99,0
33,195.14,0
34,188.14,0
35,185.58,0
36,183.53,0
37,176.02,0
38,173.47,0
39,172.95,0
40,182.03,0
41,176.68,0
42,171.97,0
43,177.64,0
44,175.74,0
45,187.32,0
46,176.9,0
47,188.76,0
48,191.52,0
49,185.51,0
50,182.2,0
51,187.22,0
52,184.76,0
53,197.94,0
54,192.97,0
55,206.1,0
56,190.91,0
57,189.37,0
58,190.19,0
59,183.27,0
60,188.46,0
61,189.6,0
62,196.98,0
63,190.81,0
64,197.84,0
65,184.21,0
66,194.74,0
67,199.9,0
68,213.71,0
69,195.99,0
70,192.65,0
71,203.22,0
72,206.91,0
73,194.56,0
74,188.81,0
75,195.77,0
76,205.35,0
77,210.42,0
78,213.09,0
79,206.01,0
80,201.21,0
81,197.62,0
82,195.35,0
83,194.56,0
84,195.51,0
85,204.77,0
86,199.88,0
87,208.92,0
88,197.28,0
89,209.01,0
90,201.08,0
91,202.42,0
92,198.22,0
93,188.6,0
94,201.87,0
95,194.09,0
96,189.18,0
97,194.99,0
98,195.91,0
99,193.65,0
100,203.26,0
101,205.69,0
102,187.95,0
103,187.47,0
104,198.47,0
105,209.08,0
106,212.93,0
107,206.3,0
108,202.4,0
109,201.05,0
110,208.11,0
111,205.92,0
112,209.99,0
113,216.9,0
114,212.66,0
115,211.03,0
116,207.62,0
117,202.64,0
118,194.2,0
119,205.0,0
120,204.96,0
121,207.32,0
122,210.57,0
123,208.13,0
124,222.06,0
125,208.89,0
126,204.75,0
127,197.97,0
128,203.96,0
129,208.94,0
130,194.63,0
131,205.31,0
132,208.42,0
133,210.61,0
134,217.15,0
135,220.46,0
136,202.6,0
137,225.69,0
138,234.2,0
139,219.24,0
140,225.64,0
141,222.89,0
142,224.7,0
143,228.4,0
144,210.41,0
145,208.78,0
146,211.5,0
147,220.32,0
148,210.43,0
149,234.53,0
150,214.22,0
151,217.87,0
152,222.61,0
153,215.79,0
154,218.0,0
155,201.97,0
156,215.49,0
157,230.64,0
158,226.57,0
159,229.26,0
160,222.15,0
161,226.21,0
162,224.35,0
163,198.62,0
164,205.98,0
165,205.48,0
166,210.93,0
167,216.58,0
168,220.79,0
169,215.06,0
170,208.37,0
171,213.03,0
172,221.25,0
173,203.14,0
174,206.42,0
175,208.51,0
176,225.57,0
177,203.11,0
178,196.64,0
179,204.13,0
180,203.39,0
181,191.48,0
182,197.4,0
183,222.21,0
184,210.58,0
185,201.59,0
186,198.99,0
187,198.83,0
188,196.88,0
189,194.1,0
190,196.67,0
191,189.54,0
192,188.37,0
193,195.88,0
194,183.27,0
195,194.21,0
196,205.34,0
197,198.1,0
198,215.0,0
199,209.85,0
200,191.44,0
201,178.44,0
202,192.09,0
203,190.37,0
204,188.02,0
205,186.01,0
206,181.29,0
207,187.51,0
208,189.43,0
209,191.48,0
210,181.9,0
211,188.7,0
212,188.36,0
213,198.61,0
214,171.87,0
215,176.39,0
216,179.35,0
217,175.19,0
218,174.86,0
219,181.21,0
220,174.41,0
221,188.95,0
222,160.69,0
223,167.5,0
224,173.82,0
225,172.75,0
226,164.96,0
227,166.32,0
228,165.59,0
229,172.17,0
230,173.2,0
231,161.56,0
232,170.07,0
233,159.08,0
234,168.16,0
235,165.19,0
236,157.62,0
237,167.69,0
238,170.85,0
239,163.22,0
240,167.4,0
241,152.68,0
242,163.29,0
243,160.87,0
244,161.2,0
245,152.56,0
246,156.2,0
247,158.03,0
248,162.24,0
249,163.07,0
250,167.44,0
251,163.82,0
252,160.72,0
253,167.11,0
